_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
2658569,0055M00115000000,549 FRAYNE ST,"PITTSBURGH, PA",0,0,1,458.19,0,Residential,Hazelwood,5,15,3,15,4,2-12,-79.93676820854255,40.41685441481992
2658570,0056R00336000000,358 ASHTON AVE,"PITTSBURGH, PA",0,0,1,829.12,0,Residential,Hazelwood,5,15,3,15,4,2-13,-79.93803006573411,40.40655813961717
2658571,0055E00201000000,4308 TASSO ST,"IRVING, TX",0,0,1,207.27,65.62,Residential,Hazelwood,5,15,3,15,4,2-12,-79.94641134467517,40.41989827840632
2658572,0056N00400000000,LANGHORN ST,"JACKSONVILLE, FL",0,0,1,48.03,0,Utilities,Hazelwood,5,15,3,15,4,2-13,-79.94816478234348,40.40583085351268
2658573,0056R00053000000,227 TROWBRIDGE ST,"PITTSBURGH, PA",0,0,1,170.83,0,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94064894940831,40.40597875853906
2658574,0056J00230000000,5030 LYTLE ST,"PITTSBURGH, PA",0,0,1,172.82,4.32,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94573974239512,40.40705892382281
2658575,0056B00170000000,4740 SYLVAN AVE,"EAST STROUDSBU, PA",0,0,1,118.01,71.79,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94230780877037,40.41222132069234
2658576,0055E00273000000,4304 BRISTOL ST,"PITTSBURGH, PA",0,0,1,257.3,15.01,Residential,Hazelwood,5,15,3,15,4,2-12,-79.9455511095861,40.420190758612726
2658577,0054N00015000000,46 BIGELOW ST,"PITTSBURGH, PA",0,0,1,510.04,0,Residential,Hazelwood,5,15,3,15,4,2-12,-79.94914905221144,40.424041439432656
2658578,0056P00185000000,5244 2ND AVE,"PITTSBURGH, PA",0,0,1,402.17,0,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94291120333565,40.40477226166392
2658579,0082G00246000000,5640 ELGIN ST,"IRVING, TX",0,0,1,44.98,9.75,Residential,Highland Park,7,11,2,11,5,3-9,-79.92150726376404,40.47707439008655
2658580,0082P00209000000,5507 STANTON AVE,"PITTSBURGH, PA",0,0,1,3152.52,78.81,Commercial,Highland Park,7,11,2,11,5,3-9,-79.92787153861238,40.47246305772985
2658581,0082L00192000000,1119 N SAINT CLAIR ST,"PITTSBURGH, PA",0,0,1,1373.51,34.34,Residential,Highland Park,7,11,2,11,5,3-9,-79.92159269626723,40.47527594546317
2658582,0082L00168000000,1126 MELLON ST,"EVANSVILLE, IN",0,0,1,619.84,67.14,Residential,Highland Park,7,11,2,11,5,3-9,-79.92188971213284,40.47554519304836
2658583,0123J00086000000,1330 N SHERIDAN AVE,"IRVING, TX",0,0,1,3773.88,94.35,Residential,Highland Park,7,11,2,11,5,3-9,-79.91503575461414,40.47642706085696
2658584,0082L00152000000,1143 MELLON ST,"PITTSBURGH, PA",0,0,1,322.88,16.14,Residential,Highland Park,7,11,2,11,5,3-9,-79.92228521440954,40.475996877769326
2658585,0082S00257000000,1101 N SHERIDAN AVE,"PITTSBURGH, PA",0,0,1,5652.05,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91697806110146,40.47348543992609
2658586,0123N00215000000,1132 WINTERTON ST,"PITTSBURGH, PA",0,0,1,2615.78,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91310178298869,40.47392623284065
2658587,0083B00006000000,5523 STANTON AVE,"VIRGINIA BEACH, VA",0,0,1,6824.23,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.9271237565041,40.472180835370814
2658588,0124B00015000000,6517 STANTON AVE,"PITTSBURGH, PA",0,0,1,1230,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91168040199214,40.47197365538066
2658589,0123N00118000000,1128 HEBERTON ST,"PITTSBURGH, PA",0,0,1,1390.02,57.91,Residential,Highland Park,7,11,2,11,5,3-9,-79.91435220132625,40.47392235833028
2658590,0082L00224000000,1127 N EUCLID AVE,"PITTSBURGH, PA",0,0,1,1493.18,37.33,Residential,Highland Park,7,11,2,11,5,3-9,-79.92046442966435,40.4752346546283
2658591,0123N00032000000,1116 DEVICTOR PL,"PITTSBURGH, PA",0,0,1,3850.66,449.22,Residential,Highland Park,7,11,2,11,5,3-9,-79.91545995308857,40.47373485771208
2658592,0082M00282000000,1215 FARRAGUT ST,"HERMITAGE, PA",0,0,1,3586.26,1553.98,Residential,Highland Park,7,11,2,11,5,3-9,-79.9173741483672,40.474980059232315
2658593,0124B00033000000,6469 STANTON AVE,"PITTSBURGH, PA",0,0,1,1746.41,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.9118869583703,40.4707037607911
2658594,0082L00236000000,5802 BRYANT ST,"PITTSBURGH, PA",0,0,1,1997.73,83.23,Commercial,Highland Park,7,11,2,11,5,3-9,-79.9207468257983,40.47582762074763
2658595,0082S00148000000,1119 FARRAGUT ST,"IRVING, TX",0,0,1,1315.88,1129.42,Residential,Highland Park,7,11,2,11,5,3-9,-79.91805228146019,40.47391412822812
2658596,0123P00051000000,6633 STANTON AVE,"PITTSBURGH, PA",0,0,1,1369.5,536.37,Residential,Highland Park,7,11,2,11,5,3-9,-79.91140759749933,40.473600047232026
2658597,0082H00186000000,1444 N EUCLID AVE,"PITTSBURGH, PA",0,0,1,3467.03,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91797821352559,40.47833490441099
2658598,0082R00129000000,917 N EUCLID AVE,"IRVING, TX",0,0,1,1611.09,40.28,Residential,Highland Park,7,11,2,11,5,3-9,-79.92219800593124,40.47236739771751
2658599,0123J00109000000,1331 HEBERTON ST,"Pittsburgh, PA",0,0,1,64.89,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.9144733145708,40.476523124198415
2658600,0082P00083000000,5512 AVONDALE PL,"IRVING, TX",0,0,1,1499.88,37.5,Residential,Highland Park,7,11,2,11,5,3-9,-79.92794020350742,40.47385095958907
2658601,0082M00225000000,5923 BRYANT CT,"PITTSBURGH, PA",0,0,1,356.7,17.83,Residential,Highland Park,7,11,2,11,5,3-9,-79.91926858109791,40.47486181785428
2658602,0083B00354000000,5621 STANTON AVE,"HIDDEN VALLEY, PA",0,0,1,1591.83,39.79,Commercial,Highland Park,7,11,2,11,5,3-9,-79.92511897313801,40.47145670329216
2658603,0083H00105000000,6300 SAINT MARIE ST,"IRVING, TX",0,0,1,1151.86,451.12,Residential,Highland Park,9,11,2,11,5,3-8,-79.91618661556491,40.467480955196585
2658604,0082K00288000000,1121 N NEGLEY AVE,"IRVING, TX",0,0,1,22.59,4.89,Residential,Highland Park,7,11,2,11,5,3-9,-79.92464245048205,40.47611254569508
2658605,0082L00250000001,5700 BRYANT ST,"POMONA, CA",0,0,1,34308,0,Commercial,Highland Park,7,11,2,11,5,3-9,-79.9213401325359,40.4760635118552
2658606,0082P00207000000,5501 STANTON AVE,"PITTSBURGH, PA",0,0,1,2691.29,67.27,Commercial,Highland Park,7,11,2,11,5,3-9,-79.92807853287754,40.4725104012797
2658607,0083D00244000000,835 HEBERTON ST,"PITTSBURGH, PA",0,0,1,47.46,1.19,Residential,Highland Park,7,11,2,11,5,3-9,-79.91668605596813,40.46990905528329
2658608,0082L00315000000,5700 ELGIN ST,"DES MOINES, IA",0,0,1,44.53,17.44,Residential,Highland Park,7,11,2,11,5,3-9,-79.92116665159193,40.47694958424873
2658609,0124E00017000000,6353 GLENVIEW PL,"PITTSBURGH, PA",0,0,1,40.34,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91456698898494,40.469638059925735
2658610,0123N00324000000,6508 JACKSON ST,"PITTSBURGH, PA",0,0,1,1248.75,31.22,Residential,Highland Park,7,11,2,11,5,3-9,-79.91195612833121,40.47303946284266
2658611,0082P00105000B00,923 N NEGLEY AVE,"IRVING, TX",0,0,1,3034.81,1264.45,Residential,Highland Park,7,11,2,11,5,3-9,-79.92589061907516,40.47322409494832
2658612,0083H00238000000,813 HEBERTON ST,"PITTSBURGH, PA",0,0,1,706.64,17.66,Residential,Highland Park,7,11,2,11,5,3-9,-79.91704860998006,40.46907995865268
2658613,0123N00026000000,1102 DEVICTOR PL,"FLORENCE, SC",0,0,1,2366.76,1439.72,Residential,Highland Park,7,11,2,11,5,3-9,-79.91565413963043,40.473336061062334
2658614,0082L00231000000,5808 BRYANT ST,"NORTH VERSAILL, PA",0,0,1,112.19,1.87,Commercial,Highland Park,7,11,2,11,5,3-9,-79.92043946948316,40.475707780834064
2658615,0082S00078000000,WELLESLEY AVE,"PITTSBURGH, PA",0,0,1,20.98,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91997538458656,40.47278937020561
2658616,0082R00078000000,925 N SAINT CLAIR ST,"PITTSBURGH, PA",0,0,1,902.01,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92303387592315,40.47285115300127
2658617,0082R00266000000,1026 MELLON ST,"PITTSBURGH, PA",0,0,1,771.16,32.13,Residential,Highland Park,7,11,2,11,5,3-9,-79.92260328979523,40.47436132443463
2658618,0083C00325000A00,813 N HIGHLAND AVE,"HALEIWA, HI",0,0,1,1039.72,51.98,Residential,Highland Park,7,11,2,11,5,3-9,-79.92112155776576,40.470269728387706
2658619,0082G00115000600,CALLOWHILL ST,"PITTSBURGH, PA",0,0,1,26.68,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92170694141501,40.478520512037726
2658620,0082G00104000000,8 HIGHLAND CT,"PITTSBURGH, PA",0,0,1,72.45,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92109568105056,40.47877462780778
2658621,0082R00012000000,5622 WELLESLEY AVE,"PITTSBURGH, PA",0,0,1,818.98,20.47,Residential,Highland Park,7,11,2,11,5,3-9,-79.92418725244896,40.47376796740013
2658622,0082M00060000000,5911 ELGIN ST,"POMONA, CA",0,0,1,4115.07,102.87,Residential,Highland Park,7,11,2,11,5,3-9,-79.91876941747282,40.476508760217904
2658623,0083C00144000000,5817 WAYNE RD,"IRVING, TX",0,0,1,594.67,14.86,Residential,Highland Park,7,11,2,11,5,3-9,-79.92118516466137,40.47210554486634
2658624,0083D00152000000,943 N SHERIDAN AVE,"PITTSBURGH, PA",0,0,1,5232.62,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.9176207876379,40.47215994711842
2658625,0124A00253000000,974 WELLESLEY RD,"SEATTLE, WA",0,0,1,5554.48,138.86,Residential,Highland Park,7,11,2,11,5,3-9,-79.91436036983293,40.471627287324864
2658626,0082P00021000000,5548 WELLESLEY AVE,"IRVING, TX",0,0,1,5188.96,1989.02,Residential,Highland Park,7,11,2,11,5,3-9,-79.92628268835809,40.47417266436358
2658627,0082R00236000000,5625 WELLESLEY AVE,"IRVING, TX",0,0,1,4071.22,882.06,Residential,Highland Park,7,11,2,11,5,3-9,-79.92368328562624,40.47400599652758
2658628,0082L00106000000,1160 PORTLAND ST,"IRVING, TX",0,0,1,3515.03,87.87,Residential,Highland Park,7,11,2,11,5,3-9,-79.9224368699506,40.47659304388325
2658629,0123N00217000000,1130 WINTERTON ST,"DAYTON, OH",0,0,1,335.67,39.16,Residential,Highland Park,7,11,2,11,5,3-9,-79.91312011288296,40.473825689500885
2658630,0083D00080000000,837 FARRAGUT ST,"PITTSBURGH, PA",0,0,1,215.01,5.38,Residential,Highland Park,7,11,2,11,5,3-9,-79.91948062340776,40.47058207943039
2658631,0082R00021000000,933 MELLON ST,"CHARLOTTE, NC",0,0,1,272.53,40.88,Residential,Highland Park,7,11,2,11,5,3-9,-79.92386969359191,40.47336494277534
2658632,0082H00257000000,1444 GREYSTONE DR,"PITTSBURGH, PA",0,0,1,911.18,45.56,Residential,Highland Park,7,11,2,11,5,3-9,-79.91723708715395,40.478050557955136
2658633,0082R00058000000,930 MELLON ST,"IRVING, TX",0,0,1,5207.78,2039.63,Residential,Highland Park,7,11,2,11,5,3-9,-79.92341375709367,40.47306528180457
2658634,0082G00115000500,CALLOWHILL ST,"PITTSBURGH, PA",0,0,1,26.68,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92168899150244,40.478549101141965
2658635,0082R00217000000,1005 N SAINT CLAIR ST,"PITTSBURGH, PA",0,0,1,1015.78,25.39,Residential,Highland Park,7,11,2,11,5,3-9,-79.92247615523473,40.473808407525354
2658636,0082P00228000000,826 N NEGLEY AVE,"IRVING, TX",0,0,1,2409.18,60.23,Residential,Highland Park,7,11,2,11,5,3-9,-79.92549684863411,40.472573288056864
2658637,0082P00105000A00,923 N NEGLEY AVE UNIT A,"ADDISON, TX",0,0,1,2058.64,703.34,Residential,Highland Park,7,11,2,11,5,3-9,-79.92591473062953,40.473164806034646
2658638,0082L00100000000,1151 PORTLAND ST,"PITTSBURGH, PA",0,0,1,968.93,24.22,Residential,Highland Park,7,11,2,11,5,3-9,-79.92306229529369,40.47656736326056
2658639,0082B00245000000,1317 KING AVE,"IRVING, TX",0,0,1,3118.83,1299.46,Residential,Highland Park,7,11,2,11,5,3-9,-79.92583697139402,40.47957714405847
2658640,0082S00170000000,1116 N HIGHLAND AVE,"PITTSBURGH, PA",0,0,1,3477.1,86.92,Residential,Highland Park,7,11,2,11,5,3-9,-79.918635984076,40.47397287077348
2658641,0082S00149000000,1115 FARRAGUT ST,"PITTSBURGH, PA",0,0,1,651.06,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91808976353101,40.47383347234192
2658642,0082H00310000000,1454 N HIGHLAND AVE,"GLEN ALLEN, VA",0,0,1,4658.12,1824.35,Residential,Highland Park,7,11,2,11,5,3-9,-79.91647435876689,40.477563742696695
2658643,0083C00189000000,5800 WAYNE RD,"IRVING, TX",0,0,1,880.28,755.54,Residential,Highland Park,7,11,2,11,5,3-9,-79.9219768306145,40.47187491660481
2658644,0083C00017000000,843 N SAINT CLAIR ST,"SYOSSET, NY",0,0,1,1766.87,44.17,Residential,Highland Park,7,11,2,11,5,3-9,-79.9236787047895,40.47188478783741
2658645,0082F00286000000,5500 ELGIN ST,"PITTSBURGH, PA",0,0,1,3958.78,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92562861283612,40.47869710614437
2658646,0123N00014000000,6104 BRYANT ST,"PITTSBURGH, PA",0,0,1,489.26,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91565803560546,40.47422230655362
2658647,0124E00157000000,6338 STANTON AVE,"PITTSBURGH, PA",0,0,1,1935.35,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91526422237489,40.46852416173218
2658648,0083H00252000000,816 COLLINS AVE,"IRVING, TX",0,0,1,3678.58,490.46,Residential,Highland Park,7,11,2,11,5,3-9,-79.9173216677923,40.46933735795205
2658649,0124B00025000000,6491 STANTON AVE,"PITTSBURGH, PA",0,0,1,2443.61,285.08,Residential,Highland Park,7,11,2,11,5,3-9,-79.91179640108416,40.47129106823445
2658650,0083C00187000000,5804 WAYNE RD,"PITTSBURGH, PA",0,0,1,2668.08,44.47,Residential,Highland Park,7,11,2,11,5,3-9,-79.92181235960173,40.47182449933673
2658651,0082K00050000000,1020 HETHS AVE,"PITTSBURGH, PA",0,0,1,1557.96,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92816993296202,40.47568813594991
2658652,0123N00093000000,6225 WELLESLEY AVE,"PITTSBURGH, PA",0,0,1,5720.64,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.9159971416787,40.47253474171912
2658653,0082P00101000000,5554 AVONDALE PL,"PITTSBURGH, PA",0,0,1,3903.51,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92633404189145,40.47328409039954
2658654,0123N00292000000,6523 JACKSON ST,"MARS, PA",0,0,1,922.5,23.06,Residential,Highland Park,7,11,2,11,5,3-9,-79.91261427403185,40.47346250110216
2658655,0082M00115000000,5811 BRYANT ST,"PITTSBURGH, PA",0,0,1,998.31,41.6,Commercial,Highland Park,7,11,2,11,5,3-9,-79.92024656908798,40.47617301745389
2658656,0124A00295000000,931 HEBERTON ST,"PITTSBURGH, PA",0,0,1,2337.26,194.77,Residential,Highland Park,7,11,2,11,5,3-9,-79.91607972516182,40.47156105498579
2658657,0082K00209000000,5577 HAMPTON ST,"IRVING, TX",0,0,1,1664.4,41.6,Residential,Highland Park,7,11,2,11,5,3-9,-79.92479464004771,40.47576419578469
2658658,0082G00092000000,8 HIGHLAND CT,"PITTSBURGH, PA",0,0,1,1388.32,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92137891915962,40.47875170883647
2658659,0083H00274000000,6107 STANTON AVE,"DES MOINES, IA",0,0,1,56.86,24.64,Residential,Highland Park,7,11,2,11,5,3-9,-79.91822603251478,40.46919602006282
2658660,0082F00293000000,KING AVE,"PITTSBURGH, PA",0,0,1,432.67,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92556488517772,40.4788214978611
2658661,0083B00382000000,MELLON ST,"PITTSBURGH, PA",0,0,1,369,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92477608988854,40.4719060429383
2658662,0082G00125000A00,1413 MELLON ST,"IRVING, TX",0,0,1,62.12,24.33,Residential,Highland Park,7,11,2,11,5,3-9,-79.92076202009977,40.47837974651345
2658663,0082G00159000000,5710 CALLOWHILL ST,"OWENSBORO, KY",0,0,1,1899.46,79.13,Residential,Highland Park,7,11,2,11,5,3-9,-79.92045176291597,40.47756095762355
2658664,0082S00136000000,6016 HAMPTON ST,"PITTSBURGH, PA",0,0,1,117.88,2.95,Residential,Highland Park,7,11,2,11,5,3-9,-79.91870697878545,40.47318802196786
2658665,0082R00072000000,5718 WELLESLEY AVE,"PITTSBURGH, PA",0,0,1,1080.71,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92264437609293,40.47322998575185
2658666,0124A00130000000,6401 JACKSON ST,"PITTSBURGH, PA",0,0,1,4660.18,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91314490999451,40.47022079259608
2658667,0082S00246000000,1007 N SHERIDAN AVE,"IRVING, TX",0,0,1,585.28,14.63,Residential,Highland Park,7,11,2,11,5,3-9,-79.9173678934671,40.4727210097234
2658668,0124A00053000000,6376 JACKSON ST,"PITTSBURGH, PA",0,0,1,212.59,7.09,Residential,Highland Park,7,11,2,11,5,3-9,-79.91339107531023,40.46975844443501
2658669,0082P00242000000,932 N NEGLEY AVE,"PITTSBURGH, PA",0,0,1,133.05,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.925081196782,40.47336072402025
2658670,0082H00225000000,1427 GREYSTONE DR,"PITTSBURGH, PA",0,0,1,2161.98,252.22,Residential,Highland Park,7,11,2,11,5,3-9,-79.91797902124851,40.47775991532617
2658671,0083D00086000000,823 FARRAGUT ST,"PITTSBURGH, PA",0,0,1,327.43,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91972088033116,40.47015576179371
2658672,0123E00051000000,1373 N SHERIDAN AVE,"IRVING, TX",0,0,1,1687.45,42.18,Residential,Highland Park,7,11,2,11,5,3-9,-79.91496698540061,40.47763261582514
2658673,0082R00224000000,5705 WELLESLEY AVE,"IRVING, TX",0,0,1,4751.89,1861.09,Residential,Highland Park,7,11,2,11,5,3-9,-79.92302982669102,40.473794318765286
2658674,0124E00071000000,6341 STANTON AVE,"HERMITAGE, PA",0,0,1,963.29,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91535011392493,40.4690129088911
2658675,0082K00048000000,1018 HETHS AVE,"PITTSBURGH, PA",0,0,1,1485.51,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.928215238885,40.47561339481119
2658676,0082M00322000000,6051 GRAFTON ST,"IRVING, TX",0,0,1,3085.5,1902.64,Residential,Highland Park,7,11,2,11,5,3-9,-79.9161084950143,40.47590593872729
2658677,0083H00232000000,823 HEBERTON ST,"PITTSBURGH, PA",0,0,1,1081.26,27.03,Residential,Highland Park,7,11,2,11,5,3-9,-79.91687634663715,40.469459299486246
2658678,0082H00261000000,1434 GREYSTONE DR,"PITTSBURGH, PA",0,0,1,1499.06,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91736967575531,40.47785175348308
2658679,0082P00094000000,5540 AVONDALE PL,"CINCINNATI, OH",0,0,1,529.3,26.46,Residential,Highland Park,7,11,2,11,5,3-9,-79.92686440385562,40.473477552821166
2658680,0083D00174000000,6055 JACKSON ST,"PITTSBURGH, PA",0,0,1,2982.76,149.13,Commercial,Highland Park,7,11,2,11,5,3-9,-79.9180894760436,40.4710834036952
2658681,0082M00092000000,5904 ELGIN ST,"PITTSBURGH, PA",0,0,1,2235.98,260.85,Residential,Highland Park,7,11,2,11,5,3-9,-79.91918199283641,40.47617444443273
2658682,0123J00002000000,1406 BROWNING RD,"PITTSBURGH, PA",0,0,1,2009.18,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91605975330165,40.47634485453349
2658683,0083H00257000000,826 COLLINS AVE,"IRVING, TX",0,0,1,12.26,0.31,Residential,Highland Park,7,11,2,11,5,3-9,-79.91714733370709,40.46972787496293
2658684,0082L00094000000,1131 PORTLAND ST,"PITTSBURGH, PA",0,0,1,21.85,0.55,Residential,Highland Park,7,11,2,11,5,3-9,-79.92336325924128,40.47606712085078
2658685,0082M00172000000,5920 BRYANT ST,"PITTSBURGH, PA",0,0,1,35.43,4.13,Industrial,Highland Park,7,11,2,11,5,3-9,-79.91906087609902,40.47519835516595
2658686,0082S00093000000,5922 WELLESLEY AVE,"PITTSBURGH, PA",0,0,1,6251.68,0,Commercial,Highland Park,7,11,2,11,5,3-9,-79.92026395078007,40.47241083963776
2658687,0082S00244000000,1005 N SHERIDAN AVE,"PITTSBURGH, PA",0,0,1,8664.44,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.9174273483081,40.47260054047187
2658688,0123N00297000000,6503 JACKSON ST,"PITTSBURGH, PA",0,0,1,327.14,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.912866241355,40.472964920430336
2658689,0082G00085000000,5 HIGHLAND CT,"PITTSBURGH, PA",0,0,1,749.98,87.5,Residential,Highland Park,7,11,2,11,5,3-9,-79.9216576473923,40.479031990652096
2658690,0124A00039000000,6342 JACKSON ST,"PITTSBURGH, PA",0,0,1,5023.93,1967.63,Residential,Highland Park,7,11,2,11,5,3-9,-79.91464935998916,40.46996247807698
2658691,0082P00284000000,918 PORTLAND ST,"PITTSBURGH, PA",0,0,1,567.85,14.2,Residential,Highland Park,7,11,2,11,5,3-9,-79.92451140719177,40.47316037405395
2658692,0082R00211000000,1010 N SAINT CLAIR ST,"PITTSBURGH, PA",0,0,1,333.64,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92195703657407,40.473641062535116
2658693,0123N00205000000,1208 WINTERTON ST,"PITTSBURGH, PA",0,0,1,2288.53,247.91,Residential,Highland Park,7,11,2,11,5,3-9,-79.91296357227627,40.47450786870549
2658694,0082L00047000000,1130 N NEGLEY AVE,"POMONA, CA",0,0,1,2218.6,961.35,Residential,Highland Park,7,11,2,11,5,3-9,-79.9238171759218,40.47613854380041
2658695,0082M00103000000,5934 CALLOWHILL ST,"PITTSBURGH, PA",0,0,1,1992.53,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.9177187227603,40.47657480316952
2658696,0123N00313000000,6490 JACKSON ST,"PITTSBURGH, PA",0,0,1,3221.14,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91204314967273,40.472563960144456
2658697,0083H00253000000,818 COLLINS AVE,"PITTSBURGH, PA",0,0,1,690.85,17.27,Residential,Highland Park,7,11,2,11,5,3-9,-79.91728363251873,40.469420801392985
2658698,0082G00026000000,1211 N NEGLEY AVE,"PITTSBURGH, PA",0,0,1,31.93,2.93,Residential,Highland Park,7,11,2,11,5,3-9,-79.9237962392788,40.47772050965364
2658699,0082G00249000000,5638 ELGIN ST,"CANTON, OH",0,0,1,87.53,5.11,Residential,Highland Park,7,11,2,11,5,3-9,-79.92167193080036,40.47713764165598
2658700,0123J00048000000,1227 N SHERIDAN AVE,"PITTSBURGH, PA",0,0,1,2579.81,128.98,Residential,Highland Park,7,11,2,11,5,3-9,-79.91596411411062,40.47517185008109
2658701,0082R00059000000,932 MELLON ST,"EAST LANSING, MI",0,0,1,3791.04,442.26,Residential,Highland Park,7,11,2,11,5,3-9,-79.92337567242964,40.47312713604787
2658702,0082S00035000000,5909 HAMPTON ST,"POMONA, CA",0,0,1,2870.27,191.34,Residential,Highland Park,7,11,2,11,5,3-9,-79.92009060573827,40.47426661748093
2658703,0123E00008000000,1375 HEBERTON ST,"PITTSBURGH, PA",0,0,1,66.2,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.91408374252435,40.47760679940572
2658704,0082R00050000000,914 MELLON ST,"IRVING, TX",0,0,1,2918.52,48.64,Residential,Highland Park,7,11,2,11,5,3-9,-79.92369628957331,40.47260515395662
2658705,0083H00230000000,827 HEBERTON ST,"IRVING, TX",0,0,1,39,31.52,Residential,Highland Park,7,11,2,11,5,3-9,-79.91680832094107,40.469607245144566
2658706,0082S00160000000,1100 N HIGHLAND AVE,"IRVING, TX",0,0,1,3605.67,1412.17,Residential,Highland Park,7,11,2,11,5,3-9,-79.91898646840716,40.47352764201598
2658707,0082L00202000000,1130 N SAINT CLAIR ST,"IRVING, TX",0,0,1,453.82,143.7,Residential,Highland Park,7,11,2,11,5,3-9,-79.9207893613162,40.47547381528184
2658708,0082L00096000000,1137 PORTLAND ST,"PITTSBURGH, PA",0,0,1,636.2,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92326532477678,40.47623092866976
2658709,0082P00211000000,5511 STANTON AVE,"PITTSBURGH, PA",0,0,1,3268.8,81.72,Commercial,Highland Park,7,11,2,11,5,3-9,-79.92771429555846,40.47240426210632
2658710,0082G00161000000,5704 CALLOWHILL ST,"GREAT FALLS, MT",0,0,1,47.42,2.36,Residential,Highland Park,7,11,2,11,5,3-9,-79.92060198353998,40.477619321792304
2658711,0082R00049000000,912 MELLON ST,"PITTSBURGH, PA",0,0,1,2163.57,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92373959751626,40.47254118336159
2658712,0082F00167000000,1159 KING AVE,"PITTSBURGH, PA",0,0,1,4497.32,0,Residential,Highland Park,7,11,2,11,5,3-9,-79.92664084234819,40.477939491842825
2658713,0083D00145000000,940 FARRAGUT ST,"COPPELL, TX",0,0,1,20.1,8.38,Residential,Highland Park,7,11,2,11,5,3-9,-79.91816390187437,40.472090350628875
2658714,0174E00228000002,7209 IDLEWILD ST,"PITTSBURGH, PA",0,0,1,676.64,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89544744845522,40.45825017871324
2658715,0174A00330000000,7057 FLETCHER WAY,"MONSEY, NY",0,0,1,171.56,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89817274048768,40.46047937425058
2658716,0174A00165000000,7150 KEDRON ST,"PITTSBURGH, PA",0,0,1,195.83,8.16,Residential,Homewood North,9,13,2,13,5,3-18,-79.89550770830061,40.4607467753067
2658717,0173N00115000000,7067 SPIN WAY,"PITTSBURGH, PA",0,0,1,95.3,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89655538962606,40.463844253369885
2658718,0231E00270000000,1061 STONEVILLE ST,"WESTLAKE, TX",0,0,1,52.87,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88009282457078,40.4583666142435
2658719,0174B00284000000,7221 KEDRON ST,"PITTSBURGH, PA",0,0,1,232.59,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89390273144576,40.4607884068518
2658720,0174G00031000000,7414 MONTICELLO ST,"PITTSBURGH, PA",0,0,1,50,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89042369789905,40.45816883162299
