_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
2664604,0033C00146000000,428 BROWNSVILLE RD,"PITTSBURGH, PA",0,0,2,5401.62,67.52,Commercial,Knoxville,3,30,4,30,3,4-7,-79.9895196623999,40.41275443084766
2664605,0033B00080000000,111 REDLYN ST,"HOUSTON, TX",0,0,2,582.2,36.39,Residential,Knoxville,3,30,4,30,3,4-7,-79.99115761463291,40.412988581587406
2664606,0033B00330000000,323 MOORE AVE,"SANTA CLARITA, CA",0,0,2,1404.66,72.11,Residential,Knoxville,3,30,4,30,3,4-7,-79.99390687788329,40.41207052204496
2664607,0014N00207000000,435 ROCHELLE ST,"PITTSBURGH, PA",0,0,2,762.4,9.52,Residential,Knoxville,3,30,4,30,3,4-21,-79.99692147634697,40.41512698677645
2664608,0033B00115000000,230 MATHEWS AVE,"PITTSBURGH, PA",0,0,2,686.16,8.57,Residential,Knoxville,3,30,4,30,3,4-7,-79.9923446314088,40.41302296603808
2664609,0033E00300000000,416 ALICE ST,"PITTSBURGH, PA",0,0,2,1503.42,15.68,Residential,Knoxville,3,30,4,30,3,4-7,-79.99594331504902,40.409932495792525
2664610,0033B00032000000,107 GRIMES AVE,"PITTSBURGH, PA",0,0,2,102.22,7.24,Residential,Knoxville,3,30,4,30,3,4-7,-79.99319644240046,40.413706662258704
2664611,0033B00243000000,ARABELLA ST,"PITTSBURGH, PA",0,0,2,87.7,1.09,Residential,Knoxville,3,30,4,30,3,4-7,-79.99423419094666,40.41252711224383
2664612,0033F00088000000,221 SUNCREST ST,"PITTSBURGH, PA",0,0,2,902.95,33.69,Residential,Knoxville,3,30,4,30,3,4-7,-79.99155112085843,40.41079600550739
2664613,0033F00147000000,402 SUNCREST ST,"MC KEESPORT, PA",0,0,2,2291.02,19.09,Residential,Knoxville,3,30,4,30,3,4-7,-79.99507557926918,40.41119052491426
2664614,0014L00166000000,37 AMANDA AVE,"PITTSBURGH, PA",0,0,2,308.82,36.01,Residential,Knoxville,3,30,4,30,3,4-6,-79.98844582190392,40.41689026655881
2664615,0033J00226000000,407 WILBUR ST,"PITTSBURGH, PA",0,0,2,862.73,11.44,Residential,Knoxville,3,30,4,30,3,4-7,-79.9961220061055,40.40886808417079
2664616,0014P00064000000,402 ZARA ST,"PITTSBURGH, PA",0,0,2,1989.92,24.88,Residential,Knoxville,3,30,4,30,3,4-21,-79.99530071286067,40.41551895545853
2664617,0014R00039000000,107 ZARA ST,"SANFORD, NC",0,0,2,958.72,35.36,Residential,Knoxville,3,30,4,30,3,4-6,-79.98840470018365,40.41605439982273
2664618,0033A00334000000,427 MOORE AVE,"PITTSBURGH, PA",0,0,2,369.78,4.62,Residential,Knoxville,3,30,4,30,3,4-7,-79.99604531018817,40.41181830443082
2664619,0033C00055000000,163 KNOX AVE,"PITTSBURGH, PA",0,0,2,2134.76,26.68,Residential,Knoxville,3,30,4,30,3,4-7,-79.9907330657589,40.41320861559049
2664620,0033B00077000000,105 REDLYN ST,"PITTSBURGH, PA",0,0,2,953,0,Residential,Knoxville,3,30,4,30,3,4-7,-79.99116968500995,40.41315392155507
2664621,0033K00120000000,203 REIFERT ST,"BETHEL PARK, PA",0,0,2,131.91,5.38,Residential,Knoxville,3,30,4,30,3,4-7,-79.99220206594703,40.408369895903526
2664622,0014R00027000000,117 ZARA ST,"PITTSBURGH, PA",0,0,2,167.76,2.1,Residential,Knoxville,3,30,4,30,3,4-6,-79.9890696626178,40.41610314216359
2664623,0033E00305000000,426 ALICE ST,"PITTSBURGH, PA",0,0,2,516.97,7.1,Residential,Knoxville,3,30,4,30,3,4-7,-79.99639419546186,40.4099176010853
2664624,0014K00084000000,319 ORCHARD PL,"PITTSBURGH, PA",0,0,2,732.34,237.24,Residential,Knoxville,3,30,4,30,3,4-21,-79.99413678285009,40.41818799505192
2664625,0014J00095000000,413 ORCHARD PL,"PITTSBURGH, PA",0,0,2,115.2,63.95,Residential,Knoxville,3,30,4,30,3,4-21,-79.99617815968284,40.4181289822842
2664626,0014R00241000000,BROWNSVILLE RD,"PITTSBURGH, PA",0,0,2,32.8,1.09,Commercial,Knoxville,3,30,4,30,3,4-7,-79.98859109200473,40.414059874151846
2664627,0014N00153000000,405 ZARA ST,"CRANBERRY TWP, PA",0,0,2,3578.5,131.96,Residential,Knoxville,3,30,4,30,3,4-21,-79.99546550050344,40.415924667702335
2664628,0014J00060000000,438 ORCHARD PL,"BETHEL PARK, PA",0,0,2,407.38,639.97,Residential,Knoxville,3,30,4,30,3,4-21,-79.99708382455381,40.41768964201314
2664629,0014J00087000000,407 ORCHARD PL,"PITTSBURGH, PA",0,0,2,176.2,12.46,Residential,Knoxville,3,30,4,30,3,4-21,-79.99562931965286,40.41814633784752
2664630,0033A00333000000,429 MOORE AVE,"CARNEGIE, PA",0,0,2,1822.12,22.78,Residential,Knoxville,3,30,4,30,3,4-7,-79.99606471359479,40.411738341412665
2664631,0033F00287000000,330 MCKINLEY ST,"WHITE OAK, PA",0,0,2,111.38,7.43,Residential,Knoxville,3,30,4,30,3,4-7,-79.99479803877678,40.40984898798644
2664632,0033B00110000000,220 MATHEWS AVE,"PITTSBURGH, PA",0,0,2,237.88,2.97,Residential,Knoxville,3,30,4,30,3,4-7,-79.99198861960387,40.41302882684848
2664633,0033B00112000000,224 MATHEWS AVE,"PITTSBURGH, PA",0,0,2,512.5,21.36,Residential,Knoxville,3,30,4,30,3,4-7,-79.99213044696678,40.41303131175282
2664634,0014K00154000000,221 JUCUNDA ST,"PITTSBURGH, PA",0,0,2,1049.38,1299.42,Residential,Knoxville,3,30,4,30,3,4-6,-79.99216923227324,40.41749558069676
2664635,0033B00121000000,242 MATHEWS AVE,"PITTSBURGH, PA",0,0,2,756.19,6.61,Residential,Knoxville,3,30,4,30,3,4-7,-79.99277455593993,40.41301743480823
2664636,0014R00194000000,129 BAUSMAN ST,"PITTSBURGH, PA",0,0,2,578.93,325.56,Residential,Knoxville,3,30,4,30,3,4-7,-79.98957557474904,40.41460378542183
2664637,0014P00154000000,316 ROCHELLE ST,"PITTSBURGH, PA",0,0,2,541.63,34.3,Residential,Knoxville,3,30,4,30,3,4-21,-79.99408810980361,40.41480702879432
2664638,0033B00283000000,MARLAND ST,"PITTSBURGH, PA",0,0,2,120.1,0,Residential,Knoxville,3,30,4,30,3,4-7,-79.99129504673462,40.41181902098985
2664639,0033F00294000000,316 MCKINLEY ST,"PITTSBURGH, PA",0,0,2,2866.62,35.83,Residential,Knoxville,3,30,4,30,3,4-7,-79.99441963217167,40.40945267707787
2664640,0033K00081000000,213 WILBUR ST,"MARS, PA",0,0,2,507.02,6.34,Residential,Knoxville,3,30,4,30,3,4-7,-79.99308877060552,40.40789848541713
2664641,0014R00031000000,109 ZARA ST,"PITTSBURGH, PA",0,0,2,2359.64,29.49,Residential,Knoxville,3,30,4,30,3,4-6,-79.98874916069737,40.41611082498097
2664642,0014L00208000000,136 CHARLES ST,"PITTSBURGH, PA",0,0,2,229.62,30.33,Residential,Knoxville,3,30,4,30,3,4-6,-79.98987575035855,40.4164010600501
2664643,0014J00013000000,417 CHARLES ST,"PITTSBURGH, PA",0,0,2,1415.49,18.36,Residential,Knoxville,3,30,4,30,3,4-21,-79.99640442438103,40.41663685652684
2664644,0033C00158000000,334 BROWNSVILLE RD,"PITTSBURGH, PA",0,0,2,956.41,23.91,Commercial,Knoxville,3,30,4,30,3,4-7,-79.98893115249896,40.413571989498735
2664645,0014P00155000000,314 ROCHELLE ST,"PITTSBURGH, PA",0,0,2,695.01,9.35,Residential,Knoxville,3,30,4,30,3,4-21,-79.99396135407414,40.41481264161681
2664646,0033B00120000000,240 MATHEWS AVE,"WEST COVINA, CA",0,0,2,637.56,39.85,Residential,Knoxville,3,30,4,30,3,4-7,-79.99270292893736,40.41301202837432
2664647,0014P00034000000,241 ZARA ST,"PITTSBURGH, PA",0,0,2,603.11,0.09,Residential,Knoxville,3,30,4,30,3,4-6,-79.99259978034057,40.41600808276781
2664648,0014L00165000000,35 AMANDA AVE,"PITTSBURGH, PA",0,0,2,411.71,36.01,Residential,Knoxville,3,30,4,30,3,4-6,-79.9884497874655,40.4169589152976
2664649,0033B00046000000,229 MATHEWS AVE,"PITTSBURGH, PA",0,0,2,686.16,8.57,Residential,Knoxville,3,30,4,30,3,4-7,-79.9924703989363,40.4134623164306
2664650,0014K00080000000,311 ORCHARD PL,"HARMARKET, VA",0,0,2,740.3,3.12,Residential,Knoxville,3,30,4,30,3,4-21,-79.99377938213593,40.41819658059656
2664651,0014N00202000000,425 ROCHELLE ST,"PITTSBURGH, PA",0,0,2,3964.09,4892.84,Residential,Knoxville,3,30,4,30,3,4-21,-79.99647306772297,40.4151540355064
2664652,0033F00124000000,300 SUNCREST ST,"PITTSBURGH, PA",0,0,2,853,6.11,Residential,Knoxville,3,30,4,30,3,4-7,-79.99329581605873,40.41053351902181
2664653,0033B00303000000,217 MOORE AVE,"PITTSBURGH, PA",0,0,2,1883.16,133.38,Residential,Knoxville,3,30,4,30,3,4-7,-79.99147850313437,40.4116209117906
2664654,0014K00196000000,328 JUCUNDA ST,"PITTSBURGH, PA",0,0,2,1025.44,12.82,Residential,Knoxville,3,30,4,30,3,4-21,-79.99446350539347,40.41702000387249
2664655,0014J00017000000,425 CHARLES ST,"WALNUT CREEK, CA",0,0,2,589.64,80.09,Residential,Knoxville,3,30,4,30,3,4-21,-79.99693561449496,40.4166210845458
2664656,0014L00199000000,83 KNOX AVE,"PITTSBURGH, PA",0,0,2,1780.22,22.25,Residential,Knoxville,3,30,4,30,3,4-6,-79.99088619959765,40.41633276893872
2664657,0014P00228000000,403 BAUSMAN ST,"CANTON, OH",0,0,2,1028.6,1165.71,Residential,Knoxville,3,30,4,30,3,4-7,-79.99523360843286,40.41444531750527
2664658,0033B00044000000,233 MATHEWS AVE,"PITTSBURGH, PA",0,0,2,182.57,0.16,Residential,Knoxville,3,30,4,30,3,4-7,-79.99261106363683,40.41345665897192
2664659,0033F00377000000,730 BROWNSVILLE RD,"PITTSBURGH, PA",0,0,2,1833.6,22.92,Commercial,Knoxville,3,30,4,30,3,4-7,-79.99131455576918,40.409106772043245
2664660,0014K00077000000,305 ORCHARD PL,"PITTSBURGH, PA",0,0,2,1483.12,12.97,Residential,Knoxville,3,30,4,30,3,4-21,-79.99346899312704,40.41820469222692
2664661,0014P00266000000,220 BAUSMAN ST,"PITTSBURGH, PA",0,0,2,828.88,3.76,Residential,Knoxville,3,30,4,30,3,4-7,-79.99153989335642,40.4141305557341
2664662,0014J00058000000,JUCUNDA ST,"PITTSBURGH, PA",0,0,2,171.56,10,Residential,Knoxville,3,30,4,30,3,4-21,-79.99711808320257,40.417357094206416
2664663,0014L00146000000,134 JUCUNDA ST,"PITTSBURGH, PA",0,0,2,457.48,5.73,Residential,Knoxville,3,30,4,30,3,4-6,-79.98950861588114,40.41716194100018
2664664,0033C00203000000,513 BROWNSVILLE RD,"PITTSBURGH, PA",0,0,2,981.96,49.09,Residential,Knoxville,,,,,,,,
2664665,0033B00205000000,ARABELLA ST,"SAN DIEGO, CA",0,0,2,30.5,0.37,Residential,Knoxville,3,30,4,30,3,4-7,-79.99304379791819,40.41253692681493
2664666,0033F00329000000,313 MCKINLEY ST,"PITTSBURGH, PA",0,0,2,621.86,28.83,Residential,Knoxville,3,30,4,30,3,4-7,-79.99391656678652,40.409614344822245
2664667,0033K00048000000,236 WILBUR ST,"NATRONA HEIGHT, PA",0,0,2,1076.2,0.37,Residential,Knoxville,3,30,4,30,3,4-7,-79.99422091556323,40.40775702648355
2664668,0014L00157000000,114 JUCUNDA ST,"CRANBERRY TWP, PA",0,0,2,423.49,1.27,Residential,Knoxville,3,30,4,30,3,4-6,-79.98857321938014,40.41717920920539
2664669,0014N00218000000,420 ROCHELLE ST,"PITTSBURGH, PA",0,0,2,89.88,1.12,Residential,Knoxville,3,30,4,30,3,4-21,-79.99632322566283,40.4147461531151
2664670,0014L00183000000,133 CHARLES ST,"PITTSBURGH, PA",0,0,2,650.21,5.42,Residential,Knoxville,3,30,4,30,3,4-6,-79.98985015820206,40.41681656151727
2664671,0033F00058000000,311 SUNCREST ST,"PITTSBURGH, PA",0,0,2,775.09,10.36,Residential,Knoxville,3,30,4,30,3,4-7,-79.99360933317945,40.4111487194772
2664672,0124K00255000000,PAULSON AVE,"MONROEVILLE, PA",0,0,2,579.09,170,Residential,Larimer,9,12,2,12,5,3-12,-79.90896268982026,40.46585391344366
2664673,0124N00007000000,148 AUBURN ST,"PITTSBURGH, PA",0,0,2,739.56,9.24,Residential,Larimer,9,12,2,12,5,3-10,-79.91568940172398,40.462579721790135
2664674,0124N00368000000,STOEBNER WAY,"PITTSBURGH, PA",0,0,2,101.58,57.1,Residential,Larimer,9,12,2,12,5,3-12,-79.91228346230973,40.46435795781065
2664675,0124N00127000000,335 LARIMER AVE,"PITTSBURGH, PA",0,0,2,126.53,115.63,Residential,Larimer,9,12,2,12,5,3-10,-79.91580787175174,40.46472886788304
2664676,0124K00330000000,1245 WASHINGTON BLVD,"PITTSBURGH, PA",0,0,2,1103.78,6.02,Commercial,Larimer,9,12,2,12,5,3-12,-79.90911224248353,40.46718428565308
2664677,0125B00065000000,6539 LLEWELLYN PL,"PITTSBURGH, PA",0,0,2,781.48,9.77,Residential,Larimer,9,12,2,12,5,3-12,-79.90933210358659,40.461595460970784
2664678,0124N00291000000,157 MEADOW ST,"PITTSBURGH, PA",0,0,2,88.62,116.53,Residential,Larimer,9,12,2,12,5,3-12,-79.91279447624858,40.46412800534356
2664679,0124N00116000000,300 LARIMER AVE,"PITTSBURGH, PA",0,0,2,230.72,242.93,Residential,Larimer,9,12,2,12,5,3-10,-79.91555880927427,40.46433425869518
2664680,0124J00264000000,6311 MEADOW ST,"PITTSBURGH, PA",0,0,2,300.03,0.24,Residential,Larimer,9,12,2,12,5,3-12,-79.91397733459104,40.4650763112766
2664681,0124N00075000000,177 MAYFLOWER ST,"IRVING, TX",0,0,2,155.82,3.9,Residential,Larimer,9,12,2,12,5,3-10,-79.91384223231563,40.46264006018752
2664682,0125F00305000000,111 FINLEY ST,"PITTSBURGH, PA",0,0,2,349.93,5.62,Residential,Larimer,9,12,2,12,5,3-12,-79.90986824298126,40.45952435825662
2664683,0124J00021000000,435 LARIMER AVE,"PITTSBURGH, PA",0,0,2,2121.02,1826.86,Residential,Larimer,9,12,2,12,5,3-12,-79.91486322953325,40.4653399394866
2664684,0124N00126000000,335 LARIMER AVE,"PITTSBURGH, PA",0,0,2,126.53,115.63,Residential,Larimer,9,12,2,12,5,3-10,-79.91588027642013,40.46469343673853
2664685,0124R00047000000,6539 LADSON ST,"PITTSBURGH, PA",0,0,2,1559.14,19.49,Residential,Larimer,9,12,2,12,5,3-12,-79.90710660670527,40.46301855194788
2664686,0125A00135000000,309 MAYFLOWER ST,"PITTSBURGH, PA",0,0,2,655.72,8.2,Residential,Larimer,9,12,2,12,5,3-12,-79.91202364044187,40.461068402058295
2664687,0124P00217000000,543 LOWELL ST,"PITTSBURGH, PA",0,0,2,251.98,3.15,Residential,Larimer,9,12,2,12,5,3-12,-79.90978208860281,40.463350102812
2664688,0125C00109000000,SHETLAND ST,"PITTSBURGH, PA",0,0,2,175.36,26.3,Residential,Larimer,9,12,2,12,5,3-12,-79.90734072097061,40.46097487812087
2664689,0124P00002000000,PAULSON AVE,"GOOSE CREEK, SC",0,0,2,38.12,0.48,Residential,Larimer,9,12,2,12,5,3-12,-79.9118512982448,40.463965141822456
2664690,0125A00269000000,204 AUBURN ST,"JOHNSTOWN, PA",0,0,2,67.5,2.82,Industrial,Larimer,9,12,2,12,5,3-12,-79.91459109377523,40.461420150202336
2664691,0125B00122000000,LOWELL ST,"PITTSBURGH, PA",0,0,2,73.88,1.81,Gov't Owned,Larimer,9,12,2,12,5,3-12,-79.910585315559,40.4622576893827
2664692,0124P00213000000,525 LOWELL ST,"PITTSBURGH, PA",0,0,2,1383.76,17.29,Residential,Larimer,9,12,2,12,5,3-12,-79.9100288687954,40.463140565377714
2664693,0125E00291000000,6437 DAHLEM PL,"BELLEVUE, WA",0,0,2,16126,4282.3,Commercial,Larimer,9,12,2,12,5,3-13,-79.91523384865984,40.457886789918994
2664694,0125B00090000000,MEADOW ST,"PITTSBURGH, PA",0,0,2,83.6,2.05,Residential,Larimer,9,12,2,12,5,3-12,-79.90987924367569,40.46142936558144
2664695,0125B00244000000,LINCOLN AVE,"PITTSBURGH, PA",0,0,2,259.33,4.32,Commercial,Larimer,9,12,2,12,5,3-12,-79.91028394516401,40.460538640135134
2664696,0124N00274000000,511 PAULSON AVE,"PITTSBURGH, PA",0,0,2,55.95,0.17,Residential,Larimer,9,12,2,12,5,3-12,-79.91207183285084,40.463721528082736
2664697,0125B00165000000,MEADOW ST,"PITTSBURGH, PA",0,0,2,138.06,3.38,Commercial,Larimer,9,12,2,12,5,3-12,-79.91073721208315,40.46151867471336
2664698,0125B00051000000,523 LINCOLN AVE,"PITTSBURGH, PA",0,0,2,1589.62,19.87,Residential,Larimer,9,12,2,12,5,3-12,-79.9089199445675,40.46155107676612
2664699,0124J00154000000,6 SHETLAND ST,"PITTSBURGH, PA",0,0,2,415.53,28,Residential,Larimer,9,12,2,12,5,3-12,-79.91300857448206,40.4669084310967
2664700,0124F00170000000,670 LENORA ST,"PITTSBURGH, PA",0,0,2,284.96,37.99,Residential,Larimer,9,12,2,12,5,3-12,-79.91064757640062,40.46805849745612
2664701,0083S00292000000,126 AUBURN ST,"CARNEGIE, PA",0,0,2,75.86,2.85,Residential,Larimer,9,12,2,12,5,3-10,-79.91629062262786,40.463109786058155
2664702,0124K00113000000,631 THOMPSON ST,"PITTSBURGH, PA",0,0,2,152.47,174.19,Residential,Larimer,9,12,2,12,5,3-12,-79.91037375574373,40.466031681605294
2664703,0124N00222000000,400 LARIMER AVE,"PITTSBURGH, PA",0,0,2,1156.99,28.92,Commercial,Larimer,9,12,2,12,5,3-10,-79.91501204352411,40.464725631940745
2664704,0124P00281000000,522 LOWELL ST,"VERONA, PA",0,0,2,264.63,39.69,Residential,Larimer,9,12,2,12,5,3-12,-79.9097058445449,40.46284747638826
2664705,0124N00114000000,300 LARIMER AVE,"PITTSBURGH, PA",0,0,2,137.06,141.01,Residential,Larimer,9,12,2,12,5,3-10,-79.9157944549257,40.46429076263048
2664706,0124K00197000A00,626 THOMPSON ST,"SANTA CLARITA, CA",0,0,2,527.88,16.72,Residential,Larimer,9,12,2,12,5,3-12,-79.9100681584787,40.46566737014745
2664707,0124N00292000000,155 MEADOW ST,"PITTSBURGH, PA",0,0,2,88.62,116.53,Residential,Larimer,9,12,2,12,5,3-12,-79.91283535371338,40.46416411809475
2664708,0124N00351000000,STOEBNER WAY,"PITTSBURGH, PA",0,0,2,2366.12,2553.89,Residential,Larimer,9,12,2,12,5,3-12,-79.91269842618333,40.464585004181785
2664709,0125B00118000000,512 LOWELL ST,"PITTSBURGH, PA",0,0,2,295.2,11.06,Residential,Larimer,9,12,2,12,5,3-12,-79.91031607666946,40.46243951271532
2664710,0125C00025000000,617 LINCOLN AVE,"PITTSBURGH, PA",0,0,2,327.72,4.1,Residential,Larimer,9,12,2,12,5,3-12,-79.90740958351812,40.46205013913907
2664711,0124P00166000000,SHETLAND ST,"PITTSBURGH, PA",0,0,2,134.36,49.1,Residential,Larimer,9,12,2,12,5,3-12,-79.9097292363502,40.46367204760904
2664712,0124P00227000000,601 LOWELL ST,"PITTSBURGH, PA",0,0,2,725.3,0.11,Commercial,Larimer,9,12,2,12,5,3-12,-79.90919747096846,40.463636722829136
2664713,0125B00117000000,437 TURRETT ST,"PITTSBURGH, PA",0,0,2,13391.11,328.21,Commercial,Larimer,9,12,2,12,5,3-12,-79.90991869189041,40.46224970020204
2664714,0124J00235000000,LARIMER AVE,"PITTSBURGH, PA",0,0,2,3039.26,2612.52,Gov't Owned,Larimer,9,12,2,12,5,3-12,-79.91404254372803,40.46569074715013
2664715,0125C00037000000,633 LINCOLN AVE,"IRWIN, PA",0,0,2,1810.72,22.63,Commercial,Larimer,9,12,2,12,5,3-12,-79.90682377070686,40.462107458042894
2664716,0124P00274000100,LOWELL ST,"MONROEVILLE, PA",0,0,2,19.08,1.12,Residential,Larimer,9,12,2,12,5,3-12,-79.90920126239699,40.46331939873471
2664717,0125A00374000000,167 AUBURN ST,"PITTSBURGH, PA",0,0,2,381.24,4.75,Residential,Larimer,9,12,2,12,5,3-10,-79.91482701390646,40.46244788053677
2664718,0124N00409000000,6305 CARVER ST,"PITTSBURGH, PA",0,0,2,81.65,9.33,Residential,Larimer,9,12,2,12,5,3-10,-79.91383933391276,40.463851854450624
2664719,0083S00295000000,116 AUBURN ST,"PITTSBURGH, PA",0,0,2,373.11,6.22,Residential,Larimer,9,12,2,12,5,3-10,-79.91650832761523,40.46333917642264
2664720,0124P00282000000,522 LOWELL ST,"VERONA, PA",0,0,2,293.32,44,Residential,Larimer,9,12,2,12,5,3-12,-79.90977112559364,40.46279795997072
2664721,0124N00110000000,300 LARIMER AVE,"PITTSBURGH, PA",0,0,2,84.12,118.95,Residential,Larimer,9,12,2,12,5,3-10,-79.91565988706003,40.46416762819912
2664722,0185S00041000000,DELLAGLEN AVE,"PITTSBURGH, PA",0,0,2,178.81,1.56,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91977471861671,40.36608197492708
2664723,0134S00072000000,5166 LOUGEAN AVE,"PITTSBURGH, PA",0,0,2,1498.56,37.46,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91754623114376,40.37509525489972
2664724,0184S00050000000,1837 ORCHID PL,"PITTSBURGH, PA",0,0,2,1559.65,38.44,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.90199693071969,40.365960910534376
2664725,0184P00162000000,5702 MIFFLIN RD,"PITTSBURGH, PA",0,0,2,756.33,47.21,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.90998201439388,40.3665247238977
2664726,0133E00077000000,917 GOLDENROD ST,"OAKDALE, PA",0,0,2,1894.58,23.68,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91427992491526,40.38016502921562
2664727,0185L00046000000,916 MULDOWNEY AVE,"PITTSBURGH, PA",0,0,2,1370.54,0,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.92142056516717,40.368139402168296
2664728,0133P00072000000,4815 LOUGEAN AVE,"PITTSBURGH, PA",0,0,2,2151.56,5.67,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91168024866738,40.37564238895677
2664729,0185M00269000000,COX AVE,"PITTSBURGH, PA",0,0,2,22.56,1.12,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91778605151578,40.3679518532982
2664730,0133E00017000000,4735 MOONEY RD,"IRVING, TX",0,0,2,768.76,19.22,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91289581005344,40.38067103408375
2664731,0184S00010000000,ROSE ARBOR AVE,"WEST MIFFLIN, PA",0,0,2,243.96,3.05,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.90228274114122,40.366143327921165
2664732,0185S00292000000,1126 MARGRAY ST,"PITTSBURGH, PA",0,0,2,902.29,0,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91627363490355,40.3669463107336
2664733,0185M00164000000,1033 MULDOWNEY AVE,"PITTSBURGH, PA",0,0,2,746.95,40.31,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.9197906594482,40.368942781596154
2664734,0133N00247000000,4915 BARBERRY ST,"PITTSBURGH, PA",0,0,2,750.73,62.85,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91476618556214,40.37617505716548
2664735,0184F00069000000,1362 LEASIDE DR,"PITTSBURGH, PA",0,0,2,1873.01,112.36,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91057166015345,40.37103566093328
2664736,0185M00268000000,5600 COX AVE,"PITTSBURGH, PA",0,0,2,556.84,27.84,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91778305834556,40.36787255042623
2664737,0133J00154000000,4776 THEODORE ST,"HOMESTEAD, PA",0,0,2,855.92,68.25,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91397491238693,40.37861483251829
2664738,0243G00169000000,6127 MIFFLIN RD,"PITTSBURGH, PA",0,0,2,703.75,7.56,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.90603388052102,40.36271143382782
2664739,0184A00042000000,1143 OAKLEAF DR,"PITTSBURGH, PA",0,0,2,664.51,8.97,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91537686051461,40.37355130887354
2664740,0184E00257000000,5024 DELEHANTY ST,"PITTSBURGH, PA",0,0,2,1335.43,17.35,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91350249155987,40.37254389137412
2664741,0243C00296000000,1805 ORCHID ST,"PITTSBURGH, PA",0,0,2,2485.59,0,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.90479730350229,40.365156674777445
2664742,0133K00044000000,1027 SUNGLOW ST,"HOMESTEAD, PA",0,0,2,2067.1,146.42,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91149407632457,40.378426180568816
2664743,0184B00052000000,4841 INTERBORO AVE,"PITTSBURGH, PA",0,0,2,1107.8,55.4,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.9110765071983,40.37420511464276
2664744,0184J00101000000,1207 MULDOWNEY AVE,"PITTSBURGH, PA",0,0,2,782.65,10.45,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91525299618775,40.3690119801982
2664745,0184K00046000000,1627 MCBRIDE ST,"PITTSBURGH, PA",0,0,2,792.23,5.26,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.90985418818582,40.369881412572155
2664746,0184A00054000000,1165 OAKLEAF DR,"PITTSBURGH, PA",0,0,2,508.92,0,Residential,Lincoln Place,5,31,4,31,4,4-20,-79.91489302273696,40.37300892430836
